"route_id","service_id","trip_id","trip_headsign","trip_short_name","direction_id","block_id","shape_id","wheelchair_accessible","bikes_allowed"
"102822-15771302","102822-Mo-Su","102822-883","Mairie d'Adjamé","","1","","102822-15771300","0","0"
"102822-15771412","102822-Mo-Su","102822-884","Treichville Gare Bassam","","0","","102822-15771411","0","0"
"102822-15771412","102822-Mo-Su","102822-885","Mairie d'Adjamé","","1","","102822-15771410","0","0"
"102822-15772156","102822-Mo-Su","102822-886","Mairie d'Adjamé","","0","","102822-15772154","0","0"
"102822-15772156","102822-Mo-Su","102822-887","Cocody 2 Plateaux","","1","","102822-15772155","0","0"
"102822-15772167","102822-Mo-Su","102822-888","Plateau Mosquée","","0","","102822-15772166","0","0"
"102822-15772167","102822-Mo-Su","102822-889","Mairie d'Adjamé","","1","","102822-15772165","0","0"
"102822-10442364","102822-Mo-Su","102822-89","Adjamé Liberté","","1","","102822-10442363","0","0"
"102822-15775822","102822-Mo-Su","102822-890","Plateau Longchamp","","0","","102822-15775821","0","0"
"102822-15775822","102822-Mo-Su","102822-891","Mairie d'Adjamé","","1","","102822-15775820","0","0"
"102822-15776163","102822-Mo-Su","102822-892","Plateau Gare Sud","","0","","102822-15776162","0","0"
"102822-15776163","102822-Mo-Su","102822-893","Mairie d'Adjamé","","1","","102822-15776161","0","0"
"102822-15776247","102822-Mo-Su","102822-894","Mairie d'Adjamé","","0","","102822-15776245","0","0"
"102822-15776247","102822-Mo-Su","102822-895","Cocody Pâtisserie","","1","","102822-15776246","0","0"
"102822-15776417","102822-Mo-Su","102822-896","Gare Nord en Haut","","0","","102822-15776415","0","0"
"102822-15776417","102822-Mo-Su","102822-897","Boribana","","1","","102822-15776416","0","0"
"102822-15776607","102822-Mo-Su","102822-898","Gare Mosquée","","0","","102822-15776605","0","0"
"102822-15776607","102822-Mo-Su","102822-899","Gare Attécoubé","","1","","102822-15776606","0","0"
"102822-10184964","102822-Mo-Su","102822-9","Gare Abobo Mairie","","1","","102822-10184962","0","0"
"102822-10459360","102822-Mo-Su","102822-90","Adjamé mosquée","","0","","102822-10459359","0","0"
"102822-15779464","102822-Mo-Su","102822-900","Gare Mosquée","","0","","102822-15779462","0","0"
"102822-15779464","102822-Mo-Su","102822-901","Carrefour Garage","","1","","102822-15779463","0","0"
"102822-15779529","102822-Mo-Su","102822-902","Gare Nord en Haut","","0","","102822-15779527","0","0"
"102822-15779529","102822-Mo-Su","102822-903","Gare Attécoubé","","1","","102822-15779528","0","0"
"102822-15786406","102822-Mo-Su","102822-904","Treichville Gare Bassam","","0","","102822-15786405","0","0"
"102822-15786406","102822-Mo-Su","102822-905","Djeni Kobenan","","1","","102822-15786404","0","0"
"102822-15786524","102822-Mo-Su","102822-906","Djeni Kobenan","","0","","102822-15786523","0","0"
"102822-15786524","102822-Mo-Su","102822-907","9 Kilo","","1","","102822-15786522","0","0"
"102822-15786545","102822-Mo-Su","102822-908","Mossikro","","0","","102822-15786544","0","0"
"102822-15786545","102822-Mo-Su","102822-909","Adjamé Agban","","1","","102822-15786543","0","0"
"102822-10459360","102822-Mo-Su","102822-91","Yopougon Niangon Terminus 27","","1","","102822-10459358","0","0"
"102822-15786690","102822-Mo-Su","102822-910","Camp Militaire","","0","","102822-15786689","0","0"
"102822-15786690","102822-Mo-Su","102822-911","Attécoubé Garage","","1","","102822-15786688","0","0"
"102822-15786734","102822-Mo-Su","102822-912","Koweit","","0","","102822-15786733","0","0"
"102822-15786734","102822-Mo-Su","102822-913","Attécoubé Garage","","1","","102822-15786732","0","0"
"102822-15786783","102822-Mo-Su","102822-914","Boissy","","0","","102822-15786782","0","0"
"102822-15786783","102822-Mo-Su","102822-915","Attécoubé Garage","","1","","102822-15786781","0","0"
"102822-15786883","102822-Mo-Su","102822-916","Mossikro","","0","","102822-15786882","0","0"
"102822-15786883","102822-Mo-Su","102822-917","Attécoubé Garage","","1","","102822-15786881","0","0"
"102822-15787265","102822-Mo-Su","102822-918","Locodjro","","0","","102822-15787264","0","0"
"102822-15787265","102822-Mo-Su","102822-919","Attécoubé Garage","","1","","102822-15787263","0","0"
"102822-10459458","102822-Mo-Su","102822-92","Yopougon marché Bagnon","","0","","102822-10459457","0","0"
"102822-15787405","102822-Mo-Su","102822-920","Gesco Rond Point","","0","","102822-15787404","0","0"
"102822-15787405","102822-Mo-Su","102822-921","Attécoubé Garage","","1","","102822-15787403","0","0"
"102822-15787520","102822-Mo-Su","102822-922","Abatta","","0","","102822-15787519","0","0"
"102822-15787520","102822-Mo-Su","102822-923","Adjamé en Haut","","1","","102822-15787518","0","0"
"102822-15788081","102822-Mo-Su","102822-924","Koweit","","0","","102822-15788080","0","0"
"102822-15788081","102822-Mo-Su","102822-925","Adjamé Agban","","1","","102822-15788079","0","0"
"102822-15789101","102822-Mo-Su","102822-926","Mairie d'Abobo","","0","","102822-15789100","0","0"
"102822-15789101","102822-Mo-Su","102822-927","Adjamé Agban","","1","","102822-15789099","0","0"
"102822-15789228","102822-Mo-Su","102822-928","Plateau Super U","","0","","102822-15789227","0","0"
"102822-15789228","102822-Mo-Su","102822-929","Djeni Kobenan","","1","","102822-15789226","0","0"
"102822-10459458","102822-Mo-Su","102822-93","Gare Kobenan Agban","","1","","102822-10459456","0","0"
"102822-15795548","102822-Mo-Su","102822-930","Maroc Antenne","","0","","102822-15795547","0","0"
"102822-15795548","102822-Mo-Su","102822-931","Djeni Kobenan","","1","","102822-15795546","0","0"
"102822-15799056","102822-Mo-Su","102822-932","Palais","","0","","102822-15799055","0","0"
"102822-15799056","102822-Mo-Su","102822-933","Djeni Kobenan","","1","","102822-15799054","0","0"
"102822-15799480","102822-Mo-Su","102822-934","Marcory Marché","","0","","102822-15799479","0","0"
"102822-15799480","102822-Mo-Su","102822-935","Djeni Kobenan","","1","","102822-15799478","0","0"
"102822-15799862","102822-Mo-Su","102822-936","Koumassi","","0","","102822-15799861","0","0"
"102822-15799862","102822-Mo-Su","102822-937","Djeni Kobenan","","1","","102822-15799860","0","0"
"102822-15800183","102822-Mo-Su","102822-938","Koumassi","","0","","102822-15800182","0","0"
"102822-15800183","102822-Mo-Su","102822-939","Liberté","","1","","102822-15800181","0","0"
"102822-10460517","102822-Mo-Su","102822-94","Adjamé Nouvelle Gare","","0","","102822-10460516","0","0"
"102822-15800312","102822-Mo-Su","102822-940","Marcory Konankro","","0","","102822-15800311","0","0"
"102822-15800312","102822-Mo-Su","102822-941","Liberté","","1","","102822-15800310","0","0"
"102822-15800384","102822-Mo-Su","102822-942","Marcory Marché","","0","","102822-15800383","0","0"
"102822-15800384","102822-Mo-Su","102822-943","Liberté","","1","","102822-15800382","0","0"
"102822-15800861","102822-Mo-Su","102822-944","Texaco","","0","","102822-15800859","0","0"
"102822-15800861","102822-Mo-Su","102822-945","Mossikro","","1","","102822-15800860","0","0"
"102822-15800883","102822-Mo-Su","102822-946","Terminus 27","","0","","102822-15800882","0","0"
"102822-15800883","102822-Mo-Su","102822-947","Bracodi","","1","","102822-15800881","0","0"
"102822-15800903","102822-Mo-Su","102822-948","Bracodi","","0","","102822-15800901","0","0"
"102822-15800903","102822-Mo-Su","102822-949","Académie","","1","","102822-15800902","0","0"
"102822-10460517","102822-Mo-Su","102822-95","Bc","","1","","102822-10460515","0","0"
"102822-15800922","102822-Mo-Su","102822-950","Palais","","0","","102822-15800921","0","0"
"102822-15800922","102822-Mo-Su","102822-951","Bracodi","","1","","102822-15800920","0","0"
"102822-15804501","102822-Mo-Su","102822-952","Palmeraie","","0","","102822-15804500","0","0"
"102822-15804501","102822-Mo-Su","102822-953","Liberté","","1","","102822-15804499","0","0"
"102822-15804584","102822-Mo-Su","102822-954","Ecole de Police","","0","","102822-15804583","0","0"
"102822-15804584","102822-Mo-Su","102822-955","Liberté","","1","","102822-15804582","0","0"
"102822-15807919","102822-Mo-Su","102822-956","Bracodi","","0","","102822-15807917","0","0"
"102822-15807919","102822-Mo-Su","102822-957","Agripac","","1","","102822-15807918","0","0"
"102822-15810647","102822-Mo-Su","102822-958","Renault","","0","","102822-15810645","0","0"
"102822-15810647","102822-Mo-Su","102822-959","Marcory Marché","","1","","102822-15810646","0","0"
"102822-10460657","102822-Mo-Su","102822-96","Belle ville","","0","","102822-10460656","0","0"
"102822-15810837","102822-Mo-Su","102822-960","Renault","","0","","102822-15810836","0","0"
"102822-15810837","102822-Mo-Su","102822-961","Marcory Marché","","1","","102822-15810646","0","0"
"102822-15811272","102822-Mo-Su","102822-962","Treichville Gare Bassam","","0","","102822-15811271","0","0"
"102822-15811272","102822-Mo-Su","102822-963","Renault","","1","","102822-15811270","0","0"
"102822-15811480","102822-Mo-Su","102822-964","Renault","","0","","102822-15811478","0","0"
"102822-15811480","102822-Mo-Su","102822-965","Plateau Super U","","1","","102822-15811479","0","0"
"102822-15811683","102822-Mo-Su","102822-966","Renault","","0","","102822-15811681","0","0"
"102822-15811683","102822-Mo-Su","102822-967","Cocody Pâtisserie","","1","","102822-15811682","0","0"
"102822-15811793","102822-Mo-Su","102822-968","Renault","","0","","102822-15811791","0","0"
"102822-15811793","102822-Mo-Su","102822-969","CHU de Cocody","","1","","102822-15811792","0","0"
"102822-10460657","102822-Mo-Su","102822-97","Abobo Gare","","1","","102822-10460655","0","0"
"102822-15812136","102822-Mo-Su","102822-970","Renault","","0","","102822-15812134","0","0"
"102822-15812136","102822-Mo-Su","102822-971","Bingerville Nouvelle Gare","","1","","102822-15812135","0","0"
"102822-15812236","102822-Mo-Su","102822-972","Renault","","0","","102822-15812234","0","0"
"102822-15812236","102822-Mo-Su","102822-973","2 Plateaux Mobile","","1","","102822-15812235","0","0"
"102822-15812874","102822-Mo-Su","102822-974","Terminus 27","","0","","102822-15812873","0","0"
"102822-15812874","102822-Mo-Su","102822-975","Siporex","","1","","102822-15812872","0","0"
"102822-15819300","102822-Mo-Su","102822-976","Koweit","","0","","102822-15819299","0","0"
"102822-15819300","102822-Mo-Su","102822-977","Texaco","","1","","102822-15819298","0","0"
"102822-15820488","102822-Mo-Su","102822-978","Bracodi","","0","","102822-15820486","0","0"
"102822-15820488","102822-Mo-Su","102822-979","Abobo Gare","","1","","102822-15820487","0","0"
"102822-10460968","102822-Mo-Su","102822-98","Gare d'Anyama","","0","","102822-10460967","0","0"
"102822-10460968","102822-Mo-Su","102822-99","Abobo Gare","","1","","102822-10460966","0","0"
